diagnostic_score,quiz_average,overall_mastery,total_study_hours,total_attempts,study_streak,final_exam_score
64.6,65.8,61.8,5.39,8,14,53.5
88.3,90.1,73.8,44.48,7,1,80.7
64.4,62.5,51.5,13.37,15,1,53.5
76.3,64.2,65.0,12.62,12,9,60.9
50.4,44.5,46.7,2.73,10,13,42.8
66.0,60.7,54.2,15.78,16,5,48.2
82.1,74.1,67.9,18.16,12,3,62.1
68.5,63.9,55.6,18.37,16,3,56.6
67.8,61.4,60.1,26.55,16,3,55.3
54.5,67.1,51.8,5.91,19,3,50.1
48.5,43.6,38.7,7.81,13,2,37.5
65.0,66.8,54.3,35.29,20,6,55.3
62.2,76.6,69.1,60.81,8,15,67.1
73.8,67.6,54.1,4.92,8,3,49.6
68.3,63.0,59.0,15.77,14,2,55.4
59.6,55.6,58.5,6.82,12,12,54.8
75.9,57.3,61.9,3.24,13,9,50.6
50.5,45.2,50.1,9.88,8,17,45.8
68.3,63.7,53.0,5.1,12,2,53.5
71.5,69.3,56.8,26.75,14,1,55.2
77.4,76.5,74.4,17.26,16,5,73.1
56.5,55.5,56.7,5.11,14,6,48.7
44.2,38.3,37.5,2.19,14,5,34.5
84.6,81.2,71.4,35.02,13,6,71.5
40.9,50.1,46.9,5.88,18,2,35.1
48.7,53.4,44.4,20.64,12,5,48.6
70.2,79.3,70.2,10.22,12,7,62.3
63.3,58.3,58.6,19.61,12,4,53.4
58.8,75.7,61.6,9.59,10,8,61.4
94.0,68.5,70.3,3.82,13,4,70.5
78.8,59.0,59.0,7.05,15,3,51.9
47.1,46.6,41.3,6.17,10,3,37.9
91.4,74.5,66.0,13.17,16,4,71.0
87.4,68.0,60.3,23.48,16,1,63.7
66.8,53.5,54.1,8.13,20,7,53.2
74.6,51.4,51.0,2.24,10,12,47.0
41.2,42.8,38.3,16.64,16,3,36.0
69.6,65.5,59.5,20.62,9,1,56.9
46.8,63.1,68.5,67.87,15,27,63.2
39.5,58.6,40.6,19.81,13,2,37.0
38.2,54.0,47.8,14.74,14,1,41.4
69.8,77.0,72.2,19.04,9,3,70.6
55.6,54.4,53.6,54.59,10,9,55.0
73.0,77.8,62.6,37.25,13,3,70.1
59.0,54.5,49.7,9.8,6,6,48.8
40.8,39.7,36.2,7.42,13,4,31.9
50.5,50.9,44.9,8.09,9,1,47.1
78.1,76.6,67.4,16.04,8,3,65.9
87.4,64.8,66.7,29.26,11,8,68.8
68.2,61.8,57.3,15.99,13,6,51.9
57.3,54.5,48.7,3.4,14,1,49.4
73.9,73.2,61.8,27.72,12,2,66.2
75.8,72.9,65.5,34.79,18,7,66.8
77.2,69.6,65.3,8.84,13,11,59.8
49.2,61.6,58.8,23.82,9,3,52.9
49.9,54.8,54.8,13.12,15,6,51.0
53.8,63.1,54.7,45.99,9,2,56.1
76.4,67.3,66.6,39.32,11,3,66.6
59.5,54.3,51.2,16.91,13,1,52.2
62.6,54.0,54.2,25.52,9,9,50.5
63.0,62.6,49.7,44.97,10,4,51.1
68.1,53.9,54.9,15.69,7,11,53.0
70.5,59.2,56.6,9.52,8,8,53.4
50.6,56.2,48.5,30.02,9,11,52.7
55.6,58.1,44.6,6.97,19,3,42.0
64.9,55.5,52.7,11.84,14,2,53.7
79.3,73.8,78.6,42.16,19,22,80.0
84.6,74.7,66.1,27.78,5,8,67.5
32.6,41.0,36.9,12.34,7,12,36.0
42.2,59.6,51.6,6.83,15,1,43.4
39.5,46.3,35.9,10.8,12,3,34.6
54.9,64.8,58.7,8.68,10,9,52.8
55.3,60.3,49.8,5.87,16,1,52.9
44.6,48.9,46.1,29.2,14,6,44.6
38.6,45.6,36.0,7.81,10,4,31.3
42.0,44.4,38.1,14.11,12,1,38.1
73.3,58.3,55.1,11.75,14,2,56.3
70.8,63.5,58.5,82.43,11,3,62.5
51.8,56.3,47.6,11.92,15,1,51.1
59.3,56.6,54.4,3.67,13,7,52.7
49.1,52.4,53.7,3.88,9,2,42.1
58.2,65.1,65.6,19.87,7,3,55.9
93.6,78.9,77.2,20.29,14,15,75.8
91.2,85.6,67.3,12.85,18,4,64.1
42.8,42.2,40.8,13.31,10,4,39.4
67.4,62.7,60.0,3.11,6,8,49.4
78.5,67.6,73.4,16.54,14,15,70.6
42.3,55.5,45.6,16.05,13,1,46.9
72.3,54.5,53.4,5.24,9,4,52.8
97.1,65.9,71.9,4.19,14,6,63.8
55.9,47.2,49.2,4.64,17,3,44.6
53.4,57.5,48.3,4.13,19,10,45.7
69.1,74.5,71.9,20.82,16,22,64.9
70.5,55.3,61.2,6.38,15,18,55.4
81.2,59.5,57.6,7.79,15,2,58.1
66.8,71.5,59.9,5.81,20,2,57.5
81.3,68.6,75.2,65.32,21,20,80.3
56.8,47.4,49.0,40.57,13,4,51.3
93.0,76.5,77.3,7.24,10,2,72.6
83.8,76.4,73.9,9.94,10,8,63.1
66.5,63.2,52.9,6.71,12,3,51.4
75.7,56.6,53.5,15.54,12,2,49.4
47.1,33.4,39.9,2.4,11,14,35.8
68.2,67.0,60.5,24.26,5,2,56.2
69.4,69.6,61.3,16.81,14,1,57.5
66.0,66.1,65.6,47.78,9,2,66.4
70.4,77.6,65.9,5.59,16,6,64.4
59.2,52.3,48.3,34.6,11,1,52.5
81.7,74.3,76.8,33.4,13,4,65.3
33.2,41.6,35.1,4.72,8,7,33.8
76.9,65.7,66.4,12.17,16,12,65.8
71.5,54.5,48.0,5.73,12,2,53.8
64.5,57.3,57.4,7.88,10,11,48.1
64.2,54.8,47.0,8.11,26,2,46.0
63.2,53.5,56.3,18.25,11,7,55.9
86.4,68.9,65.9,12.6,10,4,62.9
66.7,57.8,48.2,61.03,10,1,52.0
31.3,46.6,43.9,4.7,14,8,32.9
94.2,87.4,77.9,74.76,12,2,77.8
82.7,81.5,74.6,7.24,13,2,63.0
47.6,54.0,41.5,31.65,16,3,45.0
68.8,68.8,64.2,10.28,8,7,63.1
71.9,61.4,59.1,5.09,19,2,50.4
77.0,65.3,57.9,41.02,17,2,61.6
63.2,55.7,44.8,9.39,13,1,49.4
51.0,62.6,52.6,23.51,17,4,51.5
50.9,47.1,48.3,18.71,10,4,39.0
58.8,66.4,60.3,14.76,9,2,56.9
54.1,59.4,48.1,15.7,9,1,47.7
63.4,67.5,53.6,28.35,19,4,55.6
70.4,56.2,55.6,3.84,8,10,51.0
62.7,58.9,54.0,24.06,12,8,54.1
77.2,69.9,70.8,47.23,12,13,71.5
74.7,75.3,64.0,3.19,9,1,69.3
55.3,47.1,51.7,5.03,16,21,48.5
76.8,53.9,57.8,27.22,16,3,61.0
71.6,62.9,71.2,13.5,16,29,66.9
75.6,59.0,57.2,12.34,16,2,54.6
63.5,66.6,51.4,4.95,14,4,52.8
67.2,78.6,56.0,16.14,14,3,55.2
70.8,55.1,46.8,4.71,9,3,49.2
50.1,55.5,51.1,14.95,10,12,42.1
71.9,77.1,71.9,30.85,11,9,65.7
75.5,60.4,60.8,7.98,12,30,61.6
46.8,52.2,53.0,15.11,12,6,51.3
74.5,66.6,61.6,98.61,19,4,70.5
72.2,74.0,68.5,25.21,13,1,63.6
73.7,56.4,63.7,38.82,11,35,65.6
92.3,71.6,71.0,12.72,15,5,71.0
94.4,81.4,77.6,31.21,11,8,71.4
45.9,52.2,48.5,2.83,18,4,44.8
29.0,43.7,35.5,4.62,14,5,30.4
57.5,58.9,62.4,6.54,10,18,55.1
64.1,67.5,62.1,12.28,15,2,55.6
72.8,73.6,61.5,39.38,17,3,65.4
86.3,72.0,66.9,10.5,9,2,66.1
49.4,45.4,38.0,23.26,16,10,44.7
56.9,73.9,62.0,26.71,16,1,60.6
46.9,55.4,53.4,19.65,10,1,48.5
96.2,70.7,63.3,10.84,14,3,70.9
95.2,93.5,82.5,19.21,14,5,74.4
53.1,51.3,50.0,10.38,13,4,51.9
61.8,50.3,46.3,3.75,13,1,43.4
90.1,77.8,81.9,100.0,15,20,84.3
57.8,62.5,61.8,4.72,10,19,55.5
64.9,48.3,45.3,3.5,12,3,41.9
66.9,66.5,61.7,44.16,10,9,64.0
57.3,51.7,49.1,9.19,12,6,50.3
48.0,63.5,46.6,23.01,12,2,50.2
60.8,48.3,45.1,9.98,18,2,42.2
57.2,52.0,54.8,11.93,8,5,61.7
89.7,75.6,68.5,8.08,17,4,70.8
42.1,55.6,40.7,10.4,17,3,44.8
76.0,66.7,65.0,12.58,9,11,60.6
66.8,65.6,56.2,27.49,15,5,55.0
86.0,52.8,52.0,16.33,17,7,53.3
82.5,67.7,63.0,59.49,18,2,70.4
63.0,58.8,51.2,2.86,20,5,46.2
